ENSGid	gene_name
ENSG00000223768.1	LINC00205
ENSG00000141252.15	VPS53
ENSG00000172167.3	MTBP
ENSG00000167614.9	TTYH1
ENSG00000184115.12	RP13-1039J1.2
ENSG00000165271.12	NOL6
ENSG00000251288.2	RP11-10L12.2
ENSG00000163596.12	ICA1L
ENSG00000165424.6	ZCCHC24
ENSG00000254667.1	AP000783.1
ENSG00000172890.7	NADSYN1
ENSG00000160949.12	TONSL
ENSG00000130338.8	TULP4
ENSG00000170775.2	GPR37
ENSG00000173517.6	PEAK1
ENSG00000184983.5	NDUFA6
ENSG00000216775.2	RP1-152L7.5
ENSG00000062716.6	VMP1
ENSG00000152104.7	PTPN14
ENSG00000143434.11	SEMA6C
ENSG00000152433.10	ZNF547
ENSG00000226823.1	SUGT1P
ENSG00000108511.8	HOXB6
ENSG00000225154.2	RP11-184J23.2
ENSG00000091640.3	SPAG7
ENSG00000138050.10	THUMPD2
ENSG00000153956.11	CACNA2D1
ENSG00000225697.6	SLC26A6
ENSG00000260075.1	NSFP1
ENSG00000142973.8	CYP4B1
ENSG00000183778.13	B3GALT5
ENSG00000009950.11	MLXIPL
ENSG00000129355.6	CDKN2D
ENSG00000160766.10	GBAP1
ENSG00000134709.6	HOOK1
ENSG00000016402.8	IL20RA
ENSG00000124772.7	CPNE5
ENSG00000163728.6	TTC14
ENSG00000125124.7	BBS2
ENSG00000255098.1	RP11-481A20.11
ENSG00000006715.11	VPS41
ENSG00000240563.1	L1TD1
ENSG00000138777.15	PPA2
ENSG00000204149.5	AGAP6
ENSG00000269736.1	CTD-2521M24.11
ENSG00000167216.12	KATNAL2
ENSG00000248489.1	CTD-2007H13.3
ENSG00000137574.6	TGS1
ENSG00000100379.13	KCTD17
ENSG00000153975.5	ZUFSP
ENSG00000181074.3	OR52N4
ENSG00000165118.10	C9orf64
ENSG00000131584.14	ACAP3
ENSG00000105137.8	SYDE1
ENSG00000131374.10	TBC1D5
ENSG00000170892.6	TSEN34
ENSG00000167930.11	ITFG3
ENSG00000161542.12	PRPSAP1
ENSG00000160796.12	NBEAL2
ENSG00000145337.4	PYURF
ENSG00000073605.14	GSDMB
ENSG00000085117.7	CD82
ENSG00000126267.4	COX6B1
ENSG00000164031.12	DNAJB14
ENSG00000133318.9	RTN3
ENSG00000184436.7	THAP7
ENSG00000187775.12	DNAH17
ENSG00000159658.6	EFCAB14
ENSG00000161896.6	IP6K3
ENSG00000160213.5	CSTB
ENSG00000175899.10	A2M
ENSG00000108823.11	SGCA
ENSG00000197496.4	SLC2A10
ENSG00000174080.6	CTSF
ENSG00000233558.1	RP3-486I3.4
ENSG00000205959.3	RP11-689P11.2
ENSG00000267198.1	RP11-798G7.6
ENSG00000206077.6	ZDHHC11B
ENSG00000174194.11	AGAP8
ENSG00000271897.1	RP11-679B17.2
ENSG00000114654.6	EFCC1
ENSG00000205147.3	AC016586.1
ENSG00000146587.13	RBAK
ENSG00000165091.11	TMC1
ENSG00000008710.13	PKD1
ENSG00000231793.4	DOC2GP
ENSG00000107819.9	SFXN3
ENSG00000213073.4	RP11-288H12.3
ENSG00000130363.7	RSPH3
ENSG00000229740.1	U91324.1
ENSG00000239665.4	RP11-295P9.3
ENSG00000232871.4	SEC1P
ENSG00000130656.4	HBZ
ENSG00000108061.7	SHOC2
ENSG00000178662.11	CSRNP3
ENSG00000186160.4	CYP4Z1
ENSG00000182919.10	C11orf54
ENSG00000269120.1	AL133318.1
ENSG00000213625.4	LEPROT
ENSG00000149600.7	COMMD7
ENSG00000272720.1	CTA-228A9.3
ENSG00000158321.11	AUTS2
ENSG00000121413.8	ZSCAN18
ENSG00000242516.1	LINC00960
ENSG00000226479.3	TMEM185B
ENSG00000136146.10	MED4
ENSG00000213366.8	GSTM2
ENSG00000064687.8	ABCA7
ENSG00000185615.11	PDIA2
ENSG00000127586.12	CHTF18
ENSG00000151849.10	CENPJ
ENSG00000204978.2	C19orf69
ENSG00000197608.7	ZNF841
ENSG00000078237.4	C12orf5
ENSG00000071462.7	WBSCR22
ENSG00000177994.11	C2orf73
ENSG00000176125.3	UFSP1
ENSG00000115112.7	TFCP2L1
ENSG00000168952.11	STXBP6
ENSG00000128604.14	IRF5
ENSG00000182670.9	TTC3
ENSG00000126432.9	PRDX5
ENSG00000272578.1	AP000347.2
ENSG00000106077.14	ABHD11
ENSG00000011376.5	LARS2
ENSG00000223473.1	GS1-124K5.3
ENSG00000240344.4	PPIL3
ENSG00000157540.15	DYRK1A
ENSG00000157837.11	SPPL3
ENSG00000167220.7	HDHD2
ENSG00000259657.1	PIGHP1
ENSG00000169994.14	MYO7B
ENSG00000147894.10	C9orf72
ENSG00000115145.5	STAM2
ENSG00000156170.8	NDUFAF6
ENSG00000231389.3	HLA-DPA1
ENSG00000182853.7	VMO1
ENSG00000135617.3	PRADC1
ENSG00000267102.1	RP11-686D22.7
ENSG00000172955.13	ADH6
ENSG00000247400.3	DNAJC3-AS1
ENSG00000119718.6	EIF2B2
ENSG00000108599.10	AKAP10
ENSG00000155229.16	MMS19
ENSG00000064309.10	CDON
ENSG00000128313.2	APOL5
ENSG00000205771.2	CATSPER2P1
ENSG00000101000.4	PROCR
ENSG00000267023.1	LRRC37A16P
ENSG00000256552.2	RP11-113C12.4
ENSG00000197603.9	C5orf42
ENSG00000230596.2	AC112229.4
ENSG00000107614.17	TRDMT1
ENSG00000154898.11	CCDC144CP
ENSG00000141431.5	ASXL3
ENSG00000132383.7	RPA1
ENSG00000268340.1	RP3-477O4.16
ENSG00000163082.9	SGPP2
ENSG00000186432.4	KPNA4
ENSG00000117868.11	ESYT2
ENSG00000134283.13	PPHLN1
ENSG00000186832.4	KRT16
ENSG00000100227.13	POLDIP3
ENSG00000129347.15	KRI1
ENSG00000256604.1	AC093668.2
ENSG00000092847.6	AGO1
ENSG00000132382.10	MYBBP1A
ENSG00000152778.7	IFIT5
ENSG00000145431.6	PDGFC
ENSG00000138041.11	SMEK2
ENSG00000168306.8	ACOX2
ENSG00000254126.2	CD8BP
ENSG00000162704.11	ARPC5
ENSG00000122512.10	PMS2
ENSG00000157613.6	CREB3L1
ENSG00000134574.7	DDB2
ENSG00000154240.12	CEP112
ENSG00000106780.7	MEGF9
ENSG00000234918.1	RP11-20F24.2
ENSG00000111666.6	CHPT1
ENSG00000177697.13	CD151
ENSG00000232372.1	RP11-504P24.2
ENSG00000140254.8	DUOXA1
ENSG00000122367.15	LDB3
ENSG00000139725.3	RHOF
ENSG00000107672.10	NSMCE4A
ENSG00000143363.11	PRUNE
ENSG00000119899.11	SLC17A5
ENSG00000213398.3	LCAT
ENSG00000171773.2	NXNL1
ENSG00000213222.3	AC093724.2
ENSG00000254415.3	SIGLEC14
ENSG00000014164.6	ZC3H3
ENSG00000233590.1	RP11-153K11.3
ENSG00000115705.16	TPO
ENSG00000019102.7	VSIG2
ENSG00000151458.7	ANKRD50
ENSG00000126246.5	IGFLR1
ENSG00000067533.5	RRP15
ENSG00000122687.13	FTSJ2
ENSG00000180155.14	LYNX1
ENSG00000095485.12	CWF19L1
ENSG00000197604.4	AC022532.1
ENSG00000215915.5	ATAD3C
ENSG00000164430.11	MB21D1
ENSG00000141314.8	RHBDL3
ENSG00000224389.4	C4B
ENSG00000121064.8	SCPEP1
ENSG00000138439.10	FAM117B
ENSG00000150750.6	C11orf53
ENSG00000120314.14	WDR55
ENSG00000264016.2	CTC-297N7.9
ENSG00000187513.8	GJA4
ENSG00000138750.10	NUP54
ENSG00000229442.2	THEMIS3P
ENSG00000129657.10	SEC14L1
ENSG00000184990.8	SIVA1
ENSG00000118640.6	VAMP8
ENSG00000229694.2	RP11-305L7.6
ENSG00000135480.10	KRT7
ENSG00000197465.9	GYPE
ENSG00000215270.3	LA16c-60H5.7
ENSG00000187021.10	PNLIPRP1
ENSG00000132970.8	WASF3
ENSG00000144218.14	AFF3
ENSG00000214872.4	SMTNL1
ENSG00000113141.11	IK
ENSG00000146476.6	C6orf211
ENSG00000141013.10	GAS8
ENSG00000204718.3	CNN2P12
ENSG00000136444.5	RSAD1
ENSG00000256274.1	TAS2R64P
ENSG00000269892.1	RP4-761J14.10
ENSG00000120322.2	PCDHB8
ENSG00000115524.11	SF3B1
ENSG00000189362.7	TMEM194B
ENSG00000232680.2	AC002511.3
ENSG00000103723.8	AP3B2
ENSG00000187535.9	IFT140
ENSG00000103061.7	SLC7A6OS
ENSG00000134109.6	EDEM1
ENSG00000182325.6	FBXL6
ENSG00000142330.15	CAPN10
ENSG00000124104.14	SNX21
ENSG00000111877.13	MCM9
ENSG00000259433.2	CTD-2651B20.4
ENSG00000011347.5	SYT7
ENSG00000183386.5	FHL3
ENSG00000242173.4	ARHGDIG
ENSG00000169136.4	ATF5
ENSG00000185710.5	RP11-645C24.2
ENSG00000168028.9	RPSA
ENSG00000240882.1	RP11-174O3.1
ENSG00000106261.12	ZKSCAN1
ENSG00000237075.4	RP11-497H16.2
ENSG00000213132.2	AC022498.1
ENSG00000104043.10	ATP8B4
ENSG00000142449.8	FBN3
ENSG00000132205.6	EMILIN2
ENSG00000268705.1	CTD-2561J22.6
ENSG00000188779.6	SKOR1
ENSG00000136827.11	TOR1A
ENSG00000226874.1	AC005154.8
ENSG00000271216.1	LINC01050
ENSG00000127249.10	ATP13A4
ENSG00000173805.11	HAP1
ENSG00000132906.13	CASP9
ENSG00000145949.8	MYLK4
ENSG00000105497.3	ZNF175
ENSG00000197291.4	RAMP2-AS1
ENSG00000231817.3	RP11-189B4.6
ENSG00000272129.1	RP11-250B2.6
ENSG00000041988.11	THAP3
ENSG00000242485.1	MRPL20
ENSG00000180901.6	KCTD2
ENSG00000163864.10	NMNAT3
ENSG00000103415.7	HMOX2
ENSG00000189143.8	CLDN4
ENSG00000166925.4	TSC22D4
ENSG00000178980.10	SEPW1
ENSG00000198203.5	SULT1C2
ENSG00000103510.15	KAT8
ENSG00000047188.11	YTHDC2
ENSG00000153789.8	FAM92B
ENSG00000271584.1	RP11-89C3.4
ENSG00000034533.7	ASTE1
ENSG00000180016.2	OR1E1
ENSG00000182511.7	FES
ENSG00000269086.2	CTC-523E23.5
ENSG00000048140.13	TSPAN17
ENSG00000153130.13	SCOC
ENSG00000223959.4	AFG3L1P
ENSG00000233448.2	PMS2P9
ENSG00000042493.11	CAPG
ENSG00000141562.13	NARF
ENSG00000144021.2	CIAO1
ENSG00000115561.10	CHMP3
ENSG00000002016.12	RAD52
ENSG00000158604.10	TMED4
ENSG00000156218.8	ADAMTSL3
ENSG00000139428.7	MMAB
ENSG00000115486.7	GGCX
ENSG00000170448.7	NFXL1
ENSG00000099250.13	NRP1
ENSG00000204287.9	HLA-DRA
ENSG00000205084.6	TMEM231
ENSG00000183549.6	ACSM5
ENSG00000067221.9	STOML1
ENSG00000138109.9	CYP2C9
ENSG00000134815.14	DHX34
ENSG00000229859.4	PGA3
ENSG00000182372.6	CLN8
ENSG00000267272.1	RP5-1052I5.1
ENSG00000183423.7	LRIT3
ENSG00000001617.7	SEMA3F
ENSG00000008394.8	MGST1
ENSG00000137968.12	SLC44A5
ENSG00000213246.2	SUPT4H1
ENSG00000153406.9	NMRAL1
ENSG00000103111.10	MON1B
ENSG00000263508.1	RP11-963H4.3
ENSG00000237223.2	SULT1C2P1
ENSG00000037749.7	MFAP3
ENSG00000154114.8	TBCEL
ENSG00000188959.9	C9orf152
ENSG00000246922.4	UBAP1L
ENSG00000128298.12	BAIAP2L2
ENSG00000139330.5	KERA
ENSG00000262468.1	RP11-95P2.1
ENSG00000219992.2	RP11-420L9.2
ENSG00000166881.5	TMEM194A
ENSG00000198252.7	STYX
ENSG00000203499.6	FAM83H-AS1
ENSG00000108370.11	RGS9
ENSG00000184787.14	UBE2G2
ENSG00000253558.1	CTD-2179L22.1
ENSG00000056661.9	PCGF2
ENSG00000141933.8	TPGS1
ENSG00000233574.1	CTA-929C8.5
ENSG00000171798.13	KNDC1
ENSG00000135502.12	SLC26A10
ENSG00000236204.1	AC092594.1
ENSG00000154678.12	PDE1C
ENSG00000272994.1	RP11-332H14.2
ENSG00000089091.12	DZANK1
ENSG00000139405.11	C12orf52
ENSG00000248383.3	PCDHAC1
ENSG00000204574.8	ABCF1
ENSG00000253540.1	FAM86HP
ENSG00000033030.9	ZCCHC8
ENSG00000173253.10	DMRT2
ENSG00000270972.1	RP11-326C3.15
ENSG00000134824.9	FADS2
ENSG00000197217.8	ENTPD4
ENSG00000075275.12	CELSR1
ENSG00000159871.10	LYPD5
ENSG00000226380.3	MIR29B1
ENSG00000134962.6	KLB
ENSG00000204946.5	ZNF783
ENSG00000104964.10	AES
ENSG00000258479.1	LINC00640
ENSG00000169018.5	FEM1B
ENSG00000163040.10	CCDC74A
ENSG00000110218.4	PANX1
ENSG00000107537.9	PHYH
ENSG00000090263.11	MRPS33
ENSG00000121775.13	TMEM39B
ENSG00000145217.9	SLC26A1
ENSG00000146243.9	IRAK1BP1
ENSG00000139168.3	ZCRB1
ENSG00000232859.5	LYRM9
ENSG00000141391.9	SLMO1
ENSG00000087076.4	HSD17B14
ENSG00000139675.10	HNRNPA1L2
ENSG00000123179.9	EBPL
ENSG00000163138.14	PACRGL
ENSG00000105996.5	HOXA2
ENSG00000198231.8	DDX42
ENSG00000160886.9	LY6K
ENSG00000226761.3	TAS2R46
ENSG00000114125.9	RNF7
ENSG00000169403.7	PTAFR
ENSG00000173852.9	DPY19L1
ENSG00000250860.1	CTD-2265D6.2
ENSG00000141295.9	SCRN2
ENSG00000260778.2	MIR940
ENSG00000206120.7	EGFEM1P
ENSG00000143418.15	CERS2
ENSG00000055955.11	ITIH4
ENSG00000146856.10	AGBL3
ENSG00000178922.12	HYI
ENSG00000185070.6	FLRT2
ENSG00000083799.13	CYLD
ENSG00000117481.6	NSUN4
ENSG00000099956.13	SMARCB1
ENSG00000180917.12	CMTR2
ENSG00000215045.4	GRID2IP
ENSG00000272576.1	RP11-365H22.2
ENSG00000100577.14	GSTZ1
ENSG00000143603.14	KCNN3
ENSG00000065457.6	ADAT1
ENSG00000113119.8	TMCO6
ENSG00000114796.11	KLHL24
ENSG00000204427.7	ABHD16A
ENSG00000217027.1	RP1-83M4.2
ENSG00000270172.1	RP5-1024G6.8
ENSG00000197712.7	FAM114A1
ENSG00000115556.9	PLCD4
ENSG00000079691.15	LRRC16A
ENSG00000117528.7	ABCD3
ENSG00000036257.8	CUL3
ENSG00000164219.5	PGGT1B
ENSG00000100079.5	LGALS2
ENSG00000204147.5	ASAH2B
ENSG00000159202.13	UBE2Z
ENSG00000266709.1	RP11-214O1.2
ENSG00000142188.12	TMEM50B
ENSG00000222020.2	AC062017.1
ENSG00000171103.6	TRMT61B
ENSG00000130413.11	STK33
ENSG00000248098.6	BCKDHA
ENSG00000128655.12	PDE11A
ENSG00000168807.12	SNTB2
ENSG00000244219.2	GS1-259H13.2
ENSG00000231952.3	DPY19L1P2
ENSG00000132837.10	DMGDH
ENSG00000163131.6	CTSS
ENSG00000117597.13	DIEXF
ENSG00000228049.5	POLR2J2
ENSG00000227124.4	ZNF717
ENSG00000271581.1	XXbac-BPG248L24.12
ENSG00000171914.10	TLN2
ENSG00000226329.2	AC005682.6
ENSG00000185386.10	MAPK11
ENSG00000225383.2	SFTA1P
ENSG00000149084.7	HSD17B12
ENSG00000116133.7	DHCR24
ENSG00000145476.11	CYP4V2
ENSG00000175161.9	CADM2
ENSG00000100191.4	SLC5A4
ENSG00000002822.11	MAD1L1
ENSG00000203666.8	EFCAB2
ENSG00000256981.1	TAS2R18
ENSG00000109016.13	DHRS7B
ENSG00000181039.7	ANKRD34A
ENSG00000102977.9	ACD
ENSG00000106853.12	PTGR1
ENSG00000172986.8	GXYLT2
ENSG00000187048.8	CYP4A11
ENSG00000047249.12	ATP6V1H
ENSG00000125877.8	ITPA
ENSG00000177590.6	RP5-1051J4.6
ENSG00000174912.6	METTL15P1
ENSG00000233005.1	AC067959.1
ENSG00000225784.5	RP11-592B15.4
ENSG00000143748.13	NVL
ENSG00000105793.11	GTPBP10
ENSG00000149927.13	DOC2A
ENSG00000262539.1	RP11-259G18.3
ENSG00000103202.8	NME4
ENSG00000196329.6	GIMAP5
ENSG00000168936.6	TMEM129
ENSG00000124789.7	NUP153
ENSG00000156172.5	C8orf37
ENSG00000166801.11	FAM111A
ENSG00000130768.10	SMPDL3B
ENSG00000237513.1	RP11-325F22.2
ENSG00000165434.6	PGM2L1
ENSG00000174373.11	RALGAPA1
ENSG00000105568.13	PPP2R1A
ENSG00000004534.10	RBM6
ENSG00000073578.12	SDHA
ENSG00000268849.1	SIGLEC22P
ENSG00000153291.11	SLC25A27
ENSG00000205930.4	C21orf49
ENSG00000182397.10	DNM1P46
ENSG00000181045.10	SLC26A11
ENSG00000196437.6	ZNF569
ENSG00000204740.5	C10orf112
ENSG00000135040.11	NAA35
ENSG00000161888.7	SPC24
ENSG00000185245.6	GP1BA
ENSG00000258408.1	NT5CP2
ENSG00000255513.1	AC005363.9
ENSG00000175003.8	SLC22A1
ENSG00000100505.9	TRIM9
ENSG00000225434.2	RP11-63P12.6
ENSG00000144649.4	FAM198A
ENSG00000165282.9	PIGO
ENSG00000082213.13	C5orf22
ENSG00000104870.8	FCGRT
ENSG00000063127.11	SLC6A16
ENSG00000224848.1	RP11-535M15.1
ENSG00000145692.10	BHMT
ENSG00000204060.4	FOXO6
ENSG00000187676.7	B3GALTL
ENSG00000152487.6	ARL5B-AS1
ENSG00000101216.6	GMEB2
ENSG00000172613.3	RAD9A
ENSG00000134152.6	KATNBL1
ENSG00000105520.6	DKFZP761J1410
ENSG00000167005.9	NUDT21
ENSG00000172349.12	IL16
ENSG00000266289.1	RP11-1C8.6
ENSG00000242052.1	RP11-190C22.1
ENSG00000272892.1	RP11-57G10.8
ENSG00000115380.14	EFEMP1
ENSG00000169609.9	C15orf40
ENSG00000181218.4	HIST3H2A
ENSG00000078814.11	MYH7B
ENSG00000128487.12	SPECC1
ENSG00000176476.4	CCDC101
ENSG00000213839.4	RP11-3J10.4
ENSG00000213221.4	DNLZ
ENSG00000188991.3	SLC15A5
ENSG00000262951.1	RP11-670E13.2
ENSG00000181004.5	BBS12
ENSG00000131668.9	BARX1
ENSG00000066379.10	ZNRD1
ENSG00000244480.1	AC005154.7
ENSG00000086548.8	CEACAM6
ENSG00000237595.2	RP11-112L6.3
ENSG00000230274.1	PGAM1P3
ENSG00000161055.3	SCGB3A1
ENSG00000168476.7	REEP4
ENSG00000133624.9	ZNF767
ENSG00000167962.8	ZNF598
ENSG00000080293.5	SCTR
ENSG00000187824.4	TMEM220
ENSG00000250345.2	RP11-780M14.1
ENSG00000120088.10	CRHR1
ENSG00000266554.1	RP11-527H14.2
ENSG00000010072.11	SPRTN
ENSG00000185324.17	CDK10
ENSG00000117151.8	CTBS
ENSG00000112769.14	LAMA4
ENSG00000214297.3	ALDOAP2
ENSG00000072778.15	ACADVL
ENSG00000244274.3	DBNDD2
ENSG00000185774.10	KCNIP4
ENSG00000250848.1	CTD-2083E4.5
ENSG00000233237.2	LINC00472
ENSG00000171502.10	COL24A1
ENSG00000264176.1	MAGOH2
ENSG00000237818.1	RPS3AP29
ENSG00000130158.9	DOCK6
ENSG00000129562.6	DAD1
ENSG00000215492.5	HNRNPA1P7
ENSG00000169885.5	CALML6
ENSG00000153446.11	C16orf89
ENSG00000102886.10	GDPD3
ENSG00000127993.10	RBM48
ENSG00000103187.6	COTL1
ENSG00000212670.1	AL161915.1
ENSG00000137502.5	RAB30
ENSG00000188199.6	NUTM2B
ENSG00000091542.8	ALKBH5
ENSG00000165490.8	C11orf82
ENSG00000228789.2	HCG22
ENSG00000038002.4	AGA
ENSG00000185829.11	ARL17A
ENSG00000049283.13	EPN3
ENSG00000088298.8	EDEM2
ENSG00000177409.7	SAMD9L
ENSG00000090989.13	EXOC1
ENSG00000172671.15	ZFAND4
ENSG00000234232.2	RP11-353N4.5
ENSG00000135913.6	USP37
ENSG00000182446.9	NPLOC4
ENSG00000143771.7	CNIH4
ENSG00000126838.5	PZP
ENSG00000175643.7	RMI2
ENSG00000203880.7	PCMTD2
ENSG00000236297.1	RP11-175P19.2
ENSG00000113396.8	SLC27A6
ENSG00000149177.8	PTPRJ
ENSG00000106686.12	SPATA6L
ENSG00000133048.8	CHI3L1
ENSG00000172572.6	PDE3A
ENSG00000132963.7	POMP
ENSG00000204516.5	MICB
ENSG00000023608.4	SNAPC1
ENSG00000073536.13	NLE1
ENSG00000225880.4	LINC00115
ENSG00000198898.8	CAPZA2
ENSG00000144857.10	BOC
ENSG00000171747.4	LGALS4
ENSG00000118308.10	LRMP
ENSG00000010610.5	CD4
ENSG00000124562.5	SNRPC
ENSG00000260539.1	RP11-252A24.7
ENSG00000127511.5	SIN3B
ENSG00000196177.8	ACADSB
ENSG00000133710.11	SPINK5
ENSG00000041357.11	PSMA4
ENSG00000100744.10	GSKIP
ENSG00000154813.5	DPH3
ENSG00000165816.8	VWA2
ENSG00000267270.1	AC139100.2
ENSG00000176383.8	B3GNT4
ENSG00000114859.10	CLCN2
ENSG00000196355.2	AC021860.1
ENSG00000198805.7	PNP
ENSG00000054219.9	LY75
ENSG00000197279.3	ZNF165
ENSG00000126698.6	DNAJC8
ENSG00000272003.1	RP11-23P13.7
ENSG00000143924.14	EML4
ENSG00000251161.2	RP11-540O11.1
ENSG00000186409.10	CCDC30
ENSG00000152672.3	CLEC4F
ENSG00000172244.4	C5orf34
ENSG00000165476.8	REEP3
ENSG00000132840.5	BHMT2
ENSG00000148384.11	INPP5E
ENSG00000163297.12	ANTXR2
ENSG00000152291.9	TGOLN2
ENSG00000086544.2	ITPKC
ENSG00000109390.7	NDUFC1
ENSG00000105953.10	OGDH
ENSG00000163239.8	TDRD10
ENSG00000137269.10	LRRC1
ENSG00000121966.6	CXCR4
ENSG00000141756.14	FKBP10
ENSG00000205837.3	LINC00487
ENSG00000136169.12	SETDB2
ENSG00000197769.5	MAP1LC3C
ENSG00000157150.4	TIMP4
ENSG00000198931.6	APRT
ENSG00000116209.7	TMEM59
ENSG00000247317.3	RP11-273G15.2
ENSG00000257218.1	GATC
ENSG00000026950.12	BTN3A1
ENSG00000117450.9	PRDX1
ENSG00000270074.1	RP11-351I21.11
ENSG00000137054.11	POLR1E
ENSG00000214425.2	LRRC37A4P
ENSG00000213523.5	SRA1
ENSG00000058085.10	LAMC2
ENSG00000272432.1	RP3-465N24.6
ENSG00000136872.13	ALDOB
ENSG00000130204.8	TOMM40
ENSG00000272512.1	RP11-54O7.17
ENSG00000141349.4	G6PC3
ENSG00000204959.3	ARHGEF34P
ENSG00000134910.8	STT3A
ENSG00000188629.7	ZNF177
ENSG00000125965.4	GDF5
ENSG00000268433.1	RP11-420K14.2
ENSG00000198874.8	TYW1
ENSG00000129625.8	REEP5
ENSG00000133574.5	GIMAP4
ENSG00000255185.1	PDXDC2P
ENSG00000013306.11	SLC25A39
ENSG00000179761.7	PIPOX
ENSG00000141519.10	CCDC40
ENSG00000188321.9	ZNF559
ENSG00000104883.3	PEX11G
ENSG00000152402.6	GUCY1A2
ENSG00000132002.3	DNAJB1
ENSG00000187778.9	MCRS1
ENSG00000050393.7	MCUR1
ENSG00000188976.6	NOC2L
ENSG00000068078.13	FGFR3
ENSG00000142082.10	SIRT3
ENSG00000037042.8	TUBG2
ENSG00000131943.13	C19orf12
ENSG00000182240.11	BACE2
ENSG00000102967.7	DHODH
ENSG00000261143.1	RP11-114H24.5
ENSG00000163110.10	PDLIM5
ENSG00000086062.8	B4GALT1
ENSG00000269439.1	CTD-3131K8.2
ENSG00000128311.9	TST
ENSG00000044524.6	EPHA3
ENSG00000186867.6	QRFPR
ENSG00000260065.1	CTA-445C9.15
ENSG00000178665.10	ZNF713
ENSG00000175567.4	UCP2
ENSG00000127328.17	RAB3IP
ENSG00000082258.8	CCNT2
ENSG00000179008.4	C14orf39
ENSG00000166402.4	TUB
ENSG00000165478.6	HEPACAM
ENSG00000137218.6	FRS3
ENSG00000051523.6	CYBA
ENSG00000152492.9	CCDC50
ENSG00000182841.8	RRP7B
ENSG00000196460.8	RFX8
ENSG00000110427.10	KIAA1549L
ENSG00000204538.3	PSORS1C2
ENSG00000105983.15	LMBR1
ENSG00000184602.5	SNN
ENSG00000237669.1	HCG4P3
ENSG00000198707.10	CEP290
ENSG00000007171.12	NOS2
ENSG00000105808.13	RASA4
ENSG00000132275.6	RRP8
ENSG00000140157.10	NIPA2
ENSG00000139835.9	GRTP1
ENSG00000012223.8	LTF
ENSG00000177106.10	EPS8L2
ENSG00000152669.8	CCNO
ENSG00000101670.7	LIPG
ENSG00000052850.5	ALX4
ENSG00000145494.7	NDUFS6
ENSG00000178449.4	COX14
ENSG00000232491.1	RP4-756H11.1
ENSG00000010219.9	DYRK4
ENSG00000164332.6	UBLCP1
ENSG00000149527.13	PLCH2
ENSG00000267127.2	RP11-795F19.5
ENSG00000214293.4	RSBN1L-AS1
ENSG00000007541.10	PIGQ
ENSG00000069966.14	GNB5
ENSG00000113248.3	PCDHB15
ENSG00000271811.1	RP1-79C4.4
ENSG00000103245.9	NARFL
ENSG00000179909.11	ZNF154
ENSG00000136404.11	TM6SF1
ENSG00000113595.10	TRIM23
ENSG00000129646.9	QRICH2
ENSG00000197056.5	ZMYM1
ENSG00000136810.8	TXN
ENSG00000079150.13	FKBP7
ENSG00000162599.11	NFIA
ENSG00000167100.10	SAMD14
ENSG00000164136.12	IL15
ENSG00000189157.9	FAM47E
ENSG00000104231.6	ZFAND1
ENSG00000158488.11	CD1E
ENSG00000007255.6	TRAPPC6A
ENSG00000145990.6	GFOD1
ENSG00000132155.7	RAF1
ENSG00000271820.1	RP5-894D12.5
ENSG00000174915.7	PTDSS2
ENSG00000264433.1	RP11-720L2.3
ENSG00000079974.13	RABL2B
ENSG00000151631.7	AKR1C6P
ENSG00000235449.2	RP11-480I12.2
ENSG00000237510.3	AC008268.2
ENSG00000110104.7	CCDC86
ENSG00000106992.13	AK1
ENSG00000237541.3	HLA-DQA2
ENSG00000183888.4	C1orf64
ENSG00000145246.9	ATP10D
ENSG00000226259.6	GTF2H2B
ENSG00000204410.10	MSH5
ENSG00000270195.1	RP11-572O17.1
ENSG00000071189.17	SNX13
ENSG00000155034.14	FBXL18
ENSG00000144488.10	ESPNL
ENSG00000028528.10	SNX1
ENSG00000248265.1	RP11-834C11.3
ENSG00000251448.1	RP11-71E19.2
ENSG00000110881.7	ASIC1
ENSG00000099817.7	POLR2E
ENSG00000135269.13	TES
ENSG00000268172.1	AL590452.1
ENSG00000146425.6	DYNLT1
ENSG00000171462.10	DLK2
ENSG00000234745.5	HLA-B
ENSG00000096433.6	ITPR3
ENSG00000233820.2	RP11-535M15.2
ENSG00000139971.11	C14orf37
ENSG00000105287.8	PRKD2
ENSG00000154305.12	MIA3
ENSG00000167535.3	CACNB3
ENSG00000272275.1	RP11-791G15.2
ENSG00000116035.2	VAX2
ENSG00000105248.11	CCDC94
ENSG00000256060.2	TRAPPC2P1
ENSG00000108829.9	LRRC59
ENSG00000065413.12	ANKRD44
ENSG00000160179.14	ABCG1
ENSG00000167191.7	GPRC5B
ENSG00000177951.13	BET1L
ENSG00000068654.11	POLR1A
ENSG00000265912.1	RP11-583F2.2
ENSG00000251600.1	RP11-673E1.1
ENSG00000226251.1	RP11-15I11.3
ENSG00000101276.10	SLC52A3
ENSG00000125844.11	RRBP1
ENSG00000128591.11	FLNC
ENSG00000103266.6	STUB1
ENSG00000160613.8	PCSK7
ENSG00000114054.9	PCCB
ENSG00000259845.1	HERC2P10
ENSG00000171067.6	C11orf24
ENSG00000142599.13	RERE
ENSG00000124802.7	EEF1E1
ENSG00000246067.3	RAB30-AS1
ENSG00000196591.7	HDAC2
ENSG00000237021.2	RP3-486I3.7
